Período: 20262;Emitido em: 22/07/2026 08:33 h; Data da última atualização: 22/07/2026 07:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
ADM1457; GESTAO DE MARKETING I ;MARCUS WILCOX HEMAIS;4;2GA;CCI;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1457; GESTAO DE MARKETING I ;MARCO AURELIO DE SA RIBEIRO;4;2GB;CCI;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1457; GESTAO DE MARKETING I ;MARCUS WILCOX HEMAIS;4;2GA;QQC;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1457; GESTAO DE MARKETING I ;MARCO AURELIO DE SA RIBEIRO;4;2GB;QQC;10;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1457; GESTAO DE MARKETING I ;KARINE DE ALMEIDA KARAM;4;2GC;QQC;19;I;SEG 21-23   QUA 21-23   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;MARCO AURELIO DE SA RIBEIRO;4;2GA;ADM;10;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;BARBARA PAGLIARI LEVY;4;2GB;ADM;14;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;KARINE DE ALMEIDA KARAM;4;2GC;ADM;18;I;SEG 19-21   QUA 19-21   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;MARCO AURELIO DE SA RIBEIRO;4;2GA;CCI;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;BARBARA PAGLIARI LEVY;4;2GB;CCI;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;MARCO AURELIO DE SA RIBEIRO;4;2GA;QQC;15;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;BARBARA PAGLIARI LEVY;4;2GB;QQC;15;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1459; GESTAO DE MARKETING II ;KARINE DE ALMEIDA KARAM;4;2GC;QQC;15;I;SEG 19-21   QUA 19-21   ;0;0;0; SIM ;ADM;
ADM1496; MARKETING PARA EMPREENDEDORES ;DANIEL KAMLOT;4;20A;CCI;0;I;SEG 17-19   ;2;0;0; SIM ;UEP;
ADM1496; MARKETING PARA EMPREENDEDORES ;DANIEL KAMLOT;4;20A;QQC;27;I;SEG 17-19   ;2;0;0; SIM ;UEP;
ADM1500; PROJETO DE TCC ;JOAO RENATO DE SOUZA COELHO BENAZZI;2;2GA;ADM;14;I;SEG 17-19   ;0;0;0; SIM ;ADM;
ADM1500; PROJETO DE TCC ;JOAO RENATO DE SOUZA COELHO BENAZZI;2;2GB;ADM;10;I;SEG 19-21   ;0;0;0; SIM ;ADM;
ADM1500; PROJETO DE TCC ;JOAO RENATO DE SOUZA COELHO BENAZZI;2;2GC;ADM;10;I;SEG 21-23   ;0;0;0; SIM ;ADM;
ADM1500; PROJETO DE TCC ;ALESSANDRA DE SA MELLO DA COSTA;2;2GD;ADM;13;I;QUI 17-19   ;0;0;0; SIM ;ADM;
ADM1500; PROJETO DE TCC ;EDMUNDO EUTROPIO COELHO DE SOUZA;2;2GE;ADM;14;I;QUA 17-19   ;0;0;0; SIM ;ADM;
ADM1500; PROJETO DE TCC ;JOAO RENATO DE SOUZA COELHO BENAZZI;2;2GF;ADM;13;I;QUA 19-21   ;0;0;0; SIM ;ADM;
ADM1500; PROJETO DE TCC ;JOAO RENATO DE SOUZA COELHO BENAZZI;2;2GG;ADM;13;I;QUA 21-23   ;0;0;0; SIM ;ADM;
ADM1613; CADEIAS DE SUPRIM SUSTENTAVEIS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;4;2GA;ADM;11;I;SEX 09-11   ;0;2;0; SIM ;ADM;
ADM1613; CADEIAS DE SUPRIM SUSTENTAVEIS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;4;2GA;QQC;10;I;SEX 09-11   ;0;2;0; SIM ;ADM;
ADM1614; ALIANCAS ESTRATEGICAS E DESEMP ;GLACIR DE OLIVEIRA GALIMBERTI ZAPATA;4;2GA;ADM;4;I;QUA 07-09   SEX 07-09   ;0;0;0; SIM ;ADM;
ADM1614; ALIANCAS ESTRATEGICAS E DESEMP ;GLACIR DE OLIVEIRA GALIMBERTI ZAPATA;4;2GA;QQC;15;I;QUA 07-09   SEX 07-09   ;0;0;0; SIM ;ADM;
ADM1625; DESENV MODELOS NEG INOVADORES ;SYLVIA THEREZINHA DE ALMEIDA MORAES;4;2GA;ADM;18;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1625; DESENV MODELOS NEG INOVADORES ;SYLVIA THEREZINHA DE ALMEIDA MORAES;4;2GA;QQC;5;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;ADM;
ADM1630; O INDIVIDUO E O TRABALHO ;PATRICIA ITALA FERREIRA;4;2GA;QQC;10;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1630; O INDIVIDUO E O TRABALHO ;JEANE RODRIGUES LUCENA NIEMEYER;4;2GB;QQC;8;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;ADM;
ADM1630; O INDIVIDUO E O TRABALHO ;MARCELO FERNANDEZ PINEIRO;4;2GC;QQC;21;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;ADM;
ADM1635; DECISOES DE NEGOCIOS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;2;2GA;ADM;29;I;GAVEA;0;2;0; SIM ;ADM;
ADM1635; DECISOES DE NEGOCIOS ;CLARICE SECCHES KOGUT;2;2GB;ADM;26;I;GAVEA;0;2;0; SIM ;ADM;
ADM1635; DECISOES DE NEGOCIOS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;2;2GC;ADM;28;I;GAVEA;0;2;0; SIM ;ADM;
ADM1636; TI E GESTAO DE NEGOCIOS ;MARTIM FRANCISCO DE OLIVEIRA E SILVA;2;2GA;ADM;21;I;QUA 07-09   ;0;0;0; SIM ;ADM;
ADM1636; TI E GESTAO DE NEGOCIOS ;ANDRE LUIZ ROIZMAN;2;2GB;ADM;2;I;TER 19-21   ;0;0;0; SIM ;ADM;
ADM1636; TI E GESTAO DE NEGOCIOS ;ANDRE LUIZ ROIZMAN;2;2GC;ADM;22;I;QUI 19-21   ;0;0;0; SIM ;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;2;2GA;ADM;6;I;SEG 09-11   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARTIM FRANCISCO DE OLIVEIRA E SILVA;2;2GB;ADM;13;I;QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARTIM FRANCISCO DE OLIVEIRA E SILVA;2;2GC;ADM;14;I;QUA 19-21   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;2;2GA;CCI;1;I;SEG 09-11   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARTIM FRANCISCO DE OLIVEIRA E SILVA;2;2GC;CCI;1;I;QUA 19-21   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;2;2GA;QQC;7;I;SEG 09-11   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARTIM FRANCISCO DE OLIVEIRA E SILVA;2;2GB;QQC;14;I;QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1638; GEST DA CADEIA DE SUPRIMENTOS ;MARTIM FRANCISCO DE OLIVEIRA E SILVA;2;2GC;QQC;15;I;QUA 19-21   ;0;0;0;NÃO;ADM;
ADM1640; COMPORTAMENTO ORGANIZACIONAL ;LYGIA ALESSANDRA MAGALHAES MAGACHO;4;2GA;ADM;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ADM;
ADM1640; COMPORTAMENTO ORGANIZACIONAL ;PATRICIA AMELIA TOMEI;4;2GB;ADM;3;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;ADM;
ADM1640; COMPORTAMENTO ORGANIZACIONAL ;MARCELO FERNANDEZ PINEIRO;4;2GC;ADM;11;I;TER 19-21   QUI 19-21   ;0;0;0;NÃO;ADM;
ADM1640; COMPORTAMENTO ORGANIZACIONAL ;LYGIA ALESSANDRA MAGALHAES MAGACHO;4;2GA;QQC;2;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ADM;
ADM1640; COMPORTAMENTO ORGANIZACIONAL ;PATRICIA AMELIA TOMEI;4;2GB;QQC;5;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;ADM;
ADM1640; COMPORTAMENTO ORGANIZACIONAL ;MARCELO FERNANDEZ PINEIRO;4;2GC;QQC;13;I;TER 19-21   QUI 19-21   ;0;0;0;NÃO;ADM;
ADM1641; TEORIA DAS ORGANIZACOES I ;MARCO AURELIO DE SA RIBEIRO;4;2GA;ADM;12;I;TER 07-09   QUI 07-09   ;0;0;0;NÃO;ADM;
ADM1641; TEORIA DAS ORGANIZACOES I ;EDMUNDO EUTROPIO COELHO DE SOUZA;4;2GB;ADM;15;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ADM;
ADM1641; TEORIA DAS ORGANIZACOES I ;EDMUNDO EUTROPIO COELHO DE SOUZA;4;2GC;ADM;19;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;ADM;
ADM1641; TEORIA DAS ORGANIZACOES I ;MARCO AURELIO DE SA RIBEIRO;4;2GA;QQC;7;I;TER 07-09   QUI 07-09   ;0;0;0;NÃO;ADM;
ADM1641; TEORIA DAS ORGANIZACOES I ;EDMUNDO EUTROPIO COELHO DE SOUZA;4;2GB;QQC;10;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ADM;
ADM1641; TEORIA DAS ORGANIZACOES I ;EDMUNDO EUTROPIO COELHO DE SOUZA;4;2GC;QQC;9;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;ADM;
ADM1642; TEORIA DAS ORGANIZACOES II ;EDMUNDO EUTROPIO COELHO DE SOUZA;2;2GA;ADM;32;I;QUA 07-09   ;0;0;0; SIM ;ADM;
ADM1642; TEORIA DAS ORGANIZACOES II ;ANA HELOISA DA COSTA LEMOS;2;2GB;ADM;17;I;SEG 19-21   ;0;0;0; SIM ;ADM;
ADM1642; TEORIA DAS ORGANIZACOES II ;ANA HELOISA DA COSTA LEMOS;2;2GB;CCI;2;I;SEG 19-21   ;0;0;0; SIM ;ADM;
ADM1642; TEORIA DAS ORGANIZACOES II ;ANA HELOISA DA COSTA LEMOS;2;2GB;QQC;5;I;SEG 19-21   ;0;0;0; SIM ;ADM;
ADM1643; COMPETENCIAS DE GESTAO ;PATRICIA ITALA FERREIRA;2;2GA;ADM;27;I;GAVEA;0;2;0; SIM ;ADM;
ADM1643; COMPETENCIAS DE GESTAO ;MARCELO FERNANDEZ PINEIRO;2;2GB;ADM;29;I;GAVEA;0;2;0; SIM ;ADM;
ADM1643; COMPETENCIAS DE GESTAO ;MARCELO FERNANDEZ PINEIRO;2;2GC;ADM;30;I;GAVEA;0;2;0; SIM ;ADM;
ADM1644; GESTAO DE PESSOAS ;RENATA MACHADO RIBEIRO NUNES;4;2GA;ADM;18;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1644; GESTAO DE PESSOAS ;PATRICIA ITALA FERREIRA;4;2GB;ADM;10;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ADM;
ADM1644; GESTAO DE PESSOAS ;ANDREA GOMES BITTENCOURT;4;2GC;ADM;13;I;SEG 21-23   QUA 21-23   ;0;0;0;NÃO;ADM;
ADM1644; GESTAO DE PESSOAS ;RENATA MACHADO RIBEIRO NUNES;4;2GA;CCI;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1644; GESTAO DE PESSOAS ;RENATA MACHADO RIBEIRO NUNES;4;2GA;QQC;4;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1644; GESTAO DE PESSOAS ;PATRICIA ITALA FERREIRA;4;2GB;QQC;13;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ADM;
ADM1644; GESTAO DE PESSOAS ;ANDREA GOMES BITTENCOURT;4;2GC;QQC;14;I;SEG 21-23   QUA 21-23   ;0;0;0;NÃO;ADM;
ADM1646; INOVACAO EM MODELOS DE NEGOCIO ;SYLVIA THEREZINHA DE ALMEIDA MORAES;2;2GA;ADM;20;I;GAVEA;0;2;0; SIM ;ADM;
ADM1646; INOVACAO EM MODELOS DE NEGOCIO ;SYLVIA THEREZINHA DE ALMEIDA MORAES;2;2GB;ADM;13;I;GAVEA;0;2;0; SIM ;ADM;
ADM1646; INOVACAO EM MODELOS DE NEGOCIO ;SYLVIA THEREZINHA DE ALMEIDA MORAES;2;2GC;ADM;22;I;GAVEA;0;2;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;GLACIR DE OLIVEIRA GALIMBERTI ZAPATA;4;2GA;ADM;17;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;RENATA PEREGRINO DE BRITO;4;2GB;ADM;13;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;FABIO DE OLIVEIRA PAULA;4;2GC;ADM;12;I;TER 17-19   QUI 17-19   ;0;0;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;GLACIR DE OLIVEIRA GALIMBERTI ZAPATA;4;2GA;CCI;0;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;GLACIR DE OLIVEIRA GALIMBERTI ZAPATA;4;2GA;QQC;4;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;RENATA PEREGRINO DE BRITO;4;2GB;QQC;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1647; ESTRATEGIA DE EMPRESAS ;FABIO DE OLIVEIRA PAULA;4;2GC;QQC;14;I;TER 17-19   QUI 17-19   ;0;0;0; SIM ;ADM;
ADM1648; GOVER CORP REPUT DE RISCOS ;CIRO VALERIO TORRES DA SILVA;2;2GA;ADM;30;I;GAVEA;0;2;0; SIM ;ADM;
ADM1648; GOVER CORP REPUT DE RISCOS ;CIRO VALERIO TORRES DA SILVA;2;2GB;ADM;29;I;GAVEA;0;2;0; SIM ;ADM;
ADM1648; GOVER CORP REPUT DE RISCOS ;CIRO VALERIO TORRES DA SILVA;2;2GC;ADM;30;I;GAVEA;0;2;0; SIM ;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;4;2GA;ADM;9;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCOS LOPEZ REGO;4;2GB;ADM;15;I;SEG 17-19   QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCOS LOPEZ REGO;4;2GC;ADM;15;I;SEG 21-23   QUA 21-23   ;0;0;0;NÃO;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;4;2GA;CCI;0;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCELO GHIARONI DE ALBUQUERQUE E SILVA;4;2GA;QQC;1;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCOS LOPEZ REGO;4;2GB;QQC;8;I;SEG 17-19   QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1649; GESTAO DE OPERACOES ;MARCOS LOPEZ REGO;4;2GC;QQC;14;I;SEG 21-23   QUA 21-23   ;0;0;0;NÃO;ADM;
ADM1657; NEG SUST E GEST SOCIO ESTRATEG ;MARCOS COHEN;4;2GA;ADM;14;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1657; NEG SUST E GEST SOCIO ESTRATEG ;CIRO VALERIO TORRES DA SILVA;4;2GB;ADM;0;I;SEG 19-21   QUA 19-21   ;0;0;0; SIM ;ADM;
ADM1657; NEG SUST E GEST SOCIO ESTRATEG ;MARCOS COHEN;4;2GA;QQC;15;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;ADM;
ADM1657; NEG SUST E GEST SOCIO ESTRATEG ;CIRO VALERIO TORRES DA SILVA;4;2GB;QQC;10;I;SEG 19-21   QUA 19-21   ;0;0;0; SIM ;ADM;
ADM1700; COMPETENCIA DIGITAL ;MARCELO ALVES DOS SANTOS JUNIOR;4;2IC;EMI;0;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;COM;
ADM1700; COMPETENCIA DIGITAL ;MARCELO ALVES DOS SANTOS JUNIOR;4;2IC;JOR;0;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;COM;
ADM1700; COMPETENCIA DIGITAL ;FRANCIS BERENGER MACHADO;4;2GA;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;ADM;
ADM1700; COMPETENCIA DIGITAL ;FRANCIS BERENGER MACHADO;4;2GB;QQC;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1700; COMPETENCIA DIGITAL ;RAFAEL BARBOSA NASSER;4;2GC;QQC;0;I;SEG 17-19   QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1700; COMPETENCIA DIGITAL ;CRISTINA MARIA MARTINS DE MATOS;4;2IA;QQC;11;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;COM;
ADM1700; COMPETENCIA DIGITAL ;CRISTINA MARIA MARTINS DE MATOS;4;2IB;QQC;4;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;COM;
ADM1700; COMPETENCIA DIGITAL ;MARCELO ALVES DOS SANTOS JUNIOR;4;2IC;QQC;0;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;COM;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;FRANCIS BERENGER MACHADO;4;2GA;ADM;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;ADM;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;FRANCIS BERENGER MACHADO;4;2GB;ADM;8;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;RAFAEL BARBOSA NASSER;4;2GC;ADM;6;I;SEG 17-19   QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;FRANCIS BERENGER MACHADO;4;22A;NUT;15;I;QUA 07-09   SEX 07-09   ;0;0;0;NÃO;MED;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;FRANCIS BERENGER MACHADO;4;22A;QQC;0;I;QUA 07-09   SEX 07-09   ;0;0;0;NÃO;MED;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;FRANCIS BERENGER MACHADO;4;2GA;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;ADM;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;FRANCIS BERENGER MACHADO;4;2GB;QQC;2;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;ADM;
ADM1701; CULTURA DIGITAL E SOCIEDADE ;RAFAEL BARBOSA NASSER;4;2GC;QQC;2;I;SEG 17-19   QUA 17-19   ;0;0;0;NÃO;ADM;
ADM1862; PESQUISA EM MARKETING ;KARINE DE ALMEIDA KARAM;4;2GA;ADM;10;I;TER 19-21   ;0;2;0; SIM ;ADM;
ADM1862; PESQUISA EM MARKETING ;KARINE DE ALMEIDA KARAM;4;2GA;CCI;0;I;TER 19-21   ;0;2;0; SIM ;ADM;
ADM1862; PESQUISA EM MARKETING ;KARINE DE ALMEIDA KARAM;4;2GA;QQC;7;I;TER 19-21   ;0;2;0; SIM ;ADM;
ADM1900; TCC (ESTAG SUPERV) ;COORDENADOR DE CURSO;4;2GA;ADM;16;I;GAVEA;0;6;0; SIM ;ADM;
ADM1911; CARREIRA E REMUNERACAO ;ANDREA GOMES BITTENCOURT;4;2GA;ADM;10;I;QUA 19-21   ;0;2;0; SIM ;ADM;
ADM1911; CARREIRA E REMUNERACAO ;ANDREA GOMES BITTENCOURT;4;2GB;ADM;13;I;SEX 09-11   ;0;2;0; SIM ;ADM;
ADM1911; CARREIRA E REMUNERACAO ;ANDREA GOMES BITTENCOURT;4;2GB;CCI;0;I;SEX 09-11   ;0;2;0; SIM ;ADM;
ADM1911; CARREIRA E REMUNERACAO ;ANDREA GOMES BITTENCOURT;4;2GA;QQC;10;I;QUA 19-21   ;0;2;0; SIM ;ADM;
ADM1911; CARREIRA E REMUNERACAO ;ANDREA GOMES BITTENCOURT;4;2GB;QQC;10;I;SEX 09-11   ;0;2;0; SIM ;ADM;
ADM1915; DESIGN THINKING NA GESTAO EMP ;MARIA ISABEL PEIXOTO GUIMARAES;4;2GA;ADM;9;I;TER 17-19   ;0;2;0; SIM ;ADM;
ADM1916; FUNDAMENTOS DA LIDERANCA ;FERNANDA DE OLIVEIRA SANTOS DE SOUZA;4;2GA;ADM;8;I;QUA 17-19   ;0;2;0; SIM ;ADM;
ADM1916; FUNDAMENTOS DA LIDERANCA ;FERNANDA DE OLIVEIRA SANTOS DE SOUZA;4;2GA;QQC;10;I;QUA 17-19   ;0;2;0; SIM ;ADM;
ADM2245; TOP ESP ADMINISTRAÇÃO ;MARCUS WILCOX HEMAIS;1;2GA;MPA;20;N;GAVEA;0;1;0;NÃO;ADM;
ADM2248; TOP ESP ADMINISTRAÇÃO ;MARCOS LOPEZ REGO;1;2GA;MPA;20;N;GAVEA;0;1;0;NÃO;ADM;
ADM2251; TOPICOS ESPECIAIS EM ADM ;RENATA PEREGRINO DE BRITO;1;2GA;MPA;20;N;GAVEA;0;1;0;NÃO;ADM;
ADM2305; GESTAO DE PESSOAS ;ELIANE SANTOS LEITE;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2314; MÉTODOS CIENTÍFICOS APLICADOS ;FABIO DE OLIVEIRA PAULA;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2315; MÉTODOS QUALITATIVOS ;ALESSANDRA DE SA MELLO DA COSTA;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2316; MÉTODOS QUANTITATIVOS ;JORGE BRANTES FERREIRA;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2317; NEGOCIOS INTERNACIONAIS ;CLARICE SECCHES KOGUT;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2328; ANÁLISE DE INV. E PORTFÓLIO ;MARCELO CABUS KLOTZLE;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2329; VALUATION E OPÇÕES REAIS ;CARLOS DE LAMARE BASTIAN PINTO;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2333; COMP CONS CONSUMER  EXPERIENCE ;ALESSANDRA BAIOCCHI ANTUNES CORREA;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2336; LIDERANÇA ESTRATÉGICA ;FLAVIA DE SOUZA COSTA NEVES CAVAZOTTE;2;2GA;MPA;35;N;GAVEA;0;2;0;NÃO;ADM;
ADM2462; SUST RESP SOCIAL CORPORATIVA ;MARCOS COHEN;3;2GA;CCI;10;D;TER 16-19   ;0;0;0;NÃO;ADM;
ADM2462; SUST RESP SOCIAL CORPORATIVA ;MARCOS COHEN;3;2GA;MAD;15;D;TER 16-19   ;0;0;0;NÃO;ADM;
ADM2462; SUST RESP SOCIAL CORPORATIVA ;MARCOS COHEN;3;2GA;POS;10;D;TER 16-19   ;0;0;0;NÃO;ADM;
ADM2465; TOP ESPECIAIS EM ESTRATEGIA ;CLARICE SECCHES KOGUT;3;2GA;CCI;5;D;TER 13-16   ;0;0;0;NÃO;ADM;
ADM2465; TOP ESPECIAIS EM ESTRATEGIA ;CLARICE SECCHES KOGUT;3;2GA;DAD;15;D;TER 13-16   ;0;0;0;NÃO;ADM;
ADM2465; TOP ESPECIAIS EM ESTRATEGIA ;CLARICE SECCHES KOGUT;3;2GA;POS;10;D;TER 13-16   ;0;0;0;NÃO;ADM;
ADM2567; ESTRATEGIAS DE EMPRESAS ;RENATA PEREGRINO DE BRITO;3;2GA;CCI;5;D;QUA 13-16   ;0;0;0;NÃO;ADM;
ADM2567; ESTRATEGIAS DE EMPRESAS ;RENATA PEREGRINO DE BRITO;3;2GA;DAD;15;D;QUA 13-16   ;0;0;0;NÃO;ADM;
ADM2567; ESTRATEGIAS DE EMPRESAS ;RENATA PEREGRINO DE BRITO;3;2GA;MAD;20;D;QUA 13-16   ;0;0;0;NÃO;ADM;
ADM2570; TOP ESP DE ORGANIZ E PLANEJ ;ALESSANDRA DE SA MELLO DA COSTA;3;2GA;CCI;5;D;TER 13-16   ;0;0;0;NÃO;ADM;
ADM2570; TOP ESP DE ORGANIZ E PLANEJ ;ALESSANDRA DE SA MELLO DA COSTA;3;2GA;DAD;15;D;TER 13-16   ;0;0;0;NÃO;ADM;
ADM2570; TOP ESP DE ORGANIZ E PLANEJ ;ALESSANDRA DE SA MELLO DA COSTA;3;2GA;POS;10;D;TER 13-16   ;0;0;0;NÃO;ADM;
ADM2572; TOP ESP DE ORGANIZ E PLANEJ ;FERNANDA DE OLIVEIRA SANTOS DE SOUZA;3;2GA;CCI;5;D;QUI 13-16   ;0;0;0;NÃO;ADM;
ADM2572; TOP ESP DE ORGANIZ E PLANEJ ;FERNANDA DE OLIVEIRA SANTOS DE SOUZA;3;2GA;DAD;15;D;QUI 13-16   ;0;0;0;NÃO;ADM;
ADM2572; TOP ESP DE ORGANIZ E PLANEJ ;FERNANDA DE OLIVEIRA SANTOS DE SOUZA;3;2GA;POS;10;D;QUI 13-16   ;0;0;0;NÃO;ADM;
ADM2574; TOP ESP DE ORGANIZ E PLANEJ ;ANA HELOISA DA COSTA LEMOS;3;2GA;CCI;5;D;QUA 16-19   ;0;0;0;NÃO;ADM;
ADM2574; TOP ESP DE ORGANIZ E PLANEJ ;ANA HELOISA DA COSTA LEMOS;3;2GA;MAD;15;D;QUA 16-19   ;0;0;0;NÃO;ADM;
ADM2574; TOP ESP DE ORGANIZ E PLANEJ ;ANA HELOISA DA COSTA LEMOS;3;2GA;POS;10;D;QUA 16-19   ;0;0;0;NÃO;ADM;
ADM2577; TOP ESP DE ORGANIZ E PLANEJ ;FLAVIA DE SOUZA COSTA NEVES CAVAZOTTE;3;2GA;DAD;15;D;QUA 13-16   ;0;0;0;NÃO;ADM;
